scenario,ts_ms,date_utc,live_notes_before,liquidated_today,live_notes_after,stress_day,return_1d,vol_5d_ann,daily_buyback_paid_usdc,daily_unwind_cost_usdc,daily_buffer_usdc,min_event_buffer_usdc,max_event_ltv,cumulative_liquidations,cumulative_buyback_paid_usdc,cumulative_unwind_cost_usdc,cumulative_buffer_usdc
primary_ltv_coupled_book,1611615600000,2021-01-25,5,0,5,False,0.0,0.0,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1611702000000,2021-01-26,3,0,3,False,0.09104163291754408,0.5532765495561774,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1611788400000,2021-01-27,3,0,3,True,-0.08344469190794357,0.8748070362782719,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1611874800000,2021-01-28,4,0,4,False,0.03673469387755102,0.9043025483444456,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1611961200000,2021-01-29,2,0,2,False,0.005065616797900185,0.9028386473904887,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1612047600000,2021-01-30,2,0,2,True,0.11820612192199342,1.1071491543914433,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1612134000000,2021-01-31,0,0,0,True,-0.14174550614947967,1.4763785875609838,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1612220400000,2021-02-01,1,0,1,True,0.0,1.3687873441553209,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1612306800000,2021-02-02,1,0,1,True,0.0,1.3397257820872708,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1612393200000,2021-02-03,1,0,1,True,0.0,1.3377765739369587,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1612479600000,2021-02-04,1,0,1,False,0.0,0.9705966873259158,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1612566000000,2021-02-05,2,0,2,False,0.045564484668799254,0.2829276472615981,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1612652400000,2021-02-06,2,0,2,False,-0.04357883740019397,0.4473478891896753,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1612738800000,2021-02-07,2,0,2,False,0.09393221723152312,0.7246435786582524,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1612825200000,2021-02-08,0,0,0,True,-0.0858665790731008,1.0062756030446678,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1612911600000,2021-02-09,1,0,1,True,0.0,1.0062756030446678,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1612998000000,2021-02-10,1,0,1,False,0.0,0.9447319772853224,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1613084400000,2021-02-11,1,0,1,False,0.0,0.90137143027747,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1613170800000,2021-02-12,2,0,2,False,0.0,0.5700773474960924,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1613257200000,2021-02-13,3,0,3,False,0.0,0.0,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1613343600000,2021-02-14,4,0,4,False,0.0,0.0,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1613430000000,2021-02-15,5,0,5,False,0.0,0.0,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1613516400000,2021-02-16,6,0,6,False,0.0,0.0,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1613602800000,2021-02-17,7,0,7,False,0.0,0.0,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1613689200000,2021-02-18,7,0,7,False,0.0,0.0,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1613775600000,2021-02-19,4,0,4,True,0.2800570340087556,1.56779582668661,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1613862000000,2021-02-20,1,0,1,True,-0.2187848092453355,2.4789028592181412,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1613948400000,2021-02-21,2,0,2,True,0.1089827674253272,2.5644498657391073,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1614034800000,2021-02-22,1,0,1,True,-0.09827273301851869,2.6876697539994567,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1614121200000,2021-02-23,2,0,2,True,0.05584953291120809,2.7097328209873623,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1614207600000,2021-02-24,0,0,0,True,-0.05289535219778785,1.9581371789869935,0,0,0,,,0,0.0,0.0,0.0
